competition,date,weight,contest_code,winner,white,blue,country_white,country_blue,time_seconds,technique,score_type,tag_group,is_ippon
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0031,CENA Dardan,CENA Dardan,SHIN Woojin,Kosovo,Republic of Korea,154.0,O-uchi-gaeshi,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0031,SUKHOPAROV Egor,SUKHOPAROV Egor,SHI Zhenyu,Russian Federation,People's Republic of China,116.93,Seoi-nage,Yuko,33,False
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0031,SUKHOPAROV Egor,SUKHOPAROV Egor,SHI Zhenyu,Russian Federation,People's Republic of China,332.03,Ko-soto-gari,Waza-ari,29,False
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0031,SANGARIEV Adam,BAATHE Karl,SANGARIEV Adam,Sweden,Russian Federation,67.99,Ko-uchi-gari,Waza-ari,29,False
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0031,SANGARIEV Adam,BAATHE Karl,SANGARIEV Adam,Sweden,Russian Federation,191.29,Kata-Guruma,Ippon,33,True
Qingdao Grand Prix 2026,2026-06-26,100,gp_chn2026_0001_m_p100_0031,BASHAEV Tamerlan,BASHAEV Tamerlan,PUUMALAINEN Martti,Russian Federation,Finland,43.47,Seoi-nage,Ippon,33,True
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0032,ZHUANG Wenna,ZHUANG Wenna,VOROBEVA Marina,People's Republic of China,Russian Federation,127.49,O-uchi-gari,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0032,ZHUANG Wenna,ZHUANG Wenna,VOROBEVA Marina,People's Republic of China,Russian Federation,171.7,Sumi-otoshi,Ippon,33,True
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0032,KIM Jisu,MAKRETSKAYA Yana,KIM Jisu,Belarus,Republic of Korea,211.46,O-uchi-gari,Waza-ari,29,False
Qingdao Grand Prix 2026,2026-06-26,78,gp_chn2026_0002_f_0p78_0032,FONTAINE Lea,FONTAINE Lea,VUKOVIC Helena,France,Croatia,162.58,O-uchi-gari,Waza-ari,29,False
Qingdao Grand Prix 2026,2026-06-26,78,gp_chn2026_0002_f_0p78_0032,FONTAINE Lea,FONTAINE Lea,VUKOVIC Helena,France,Croatia,173.05,Kuzure-kesa-gatame,Ippon,25,True
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0032,FERREIRA Giovani,FERREIRA Giovani,SIMIN Iosif,Brazil,Israel,65.01,Sumi-gaeshi,Yuko,31,False
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0032,FERREIRA Giovani,FERREIRA Giovani,SIMIN Iosif,Brazil,Israel,171.17,Tai-otoshi,Yuko,33,False
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0032,FERREIRA Giovani,FERREIRA Giovani,SIMIN Iosif,Brazil,Israel,203.5,Ko-soto-gari,Ippon,29,True
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0033,HUI Xinran,HUI Xinran,VOROBEVA Marina,People's Republic of China,Russian Federation,147.04,Yoko-shiho-gatame,Yuko,25,False
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0033,BALLHAUS Mascha,BALLHAUS Mascha,KASAPI Fatjona,Germany,Kosovo,161.28,Sumi-otoshi,Yuko,33,False
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0033,BALLHAUS Mascha,BALLHAUS Mascha,KASAPI Fatjona,Germany,Kosovo,194.26,Yoko-shiho-gatame,Ippon,25,True
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0033,NELSON LEVY Timna,NELSON LEVY Timna,SOUZA Sarah,Israel,Brazil,121.44,Tani-otoshi,Waza-ari,35,False
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0033,FAZLIU Laura,FAZLIU Laura,MAKRETSKAYA Yana,Kosovo,Belarus,113.19,Sasae-tsurikomi-ashi,Waza-ari,29,False
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0033,OLEK Anna Monta,OLEK Anna Monta,KANTSAVAYA Darya,Germany,Belarus,152.22,O-uchi-gari,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0033,OLEK Anna Monta,OLEK Anna Monta,KANTSAVAYA Darya,Germany,Belarus,197.01,Ko-uchi-gari,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,78,gp_chn2026_0002_f_0p78_0033,VUKOVIC Helena,NIU Xinran,VUKOVIC Helena,People's Republic of China,Croatia,695.19,O-soto-gari,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0033,ABE Hifumi,ABE Hifumi,DE LUCA Alessio,Japan,Italy,249.48,Tai-otoshi,Ippon,33,True
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0033,MAKHMADBEKOV Makhmadbek,MAKHMADBEKOV Makhmadbek,BASILE Fabio,United Arab Emirates,Italy,186.71,O-soto-makikomi,Waza-ari,35,False
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0033,HUANG Fuchun,HUANG Fuchun,SIMIN Iosif,People's Republic of China,Israel,221.53,Uchi-mata,Waza-ari,29,False
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0033,HUANG Fuchun,HUANG Fuchun,SIMIN Iosif,People's Republic of China,Israel,235.0,Kuzure-kesa-gatame,Waza-ari-awasete-ippon,25,True
Qingdao Grand Prix 2026,2026-06-26,100,gp_chn2026_0001_m_p100_0033,KRPALEK Lukas,GAMZATKHANOV Dzhamal,KRPALEK Lukas,Azerbaijan,Czechia,194.1,Tate-shiho-gatame,Ippon,25,True
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0034,DUDINA Kristina,AZAK Merve,DUDINA Kristina,Türkiye,Russian Federation,31.77,Seoi-nage,Waza-ari,33,False
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0034,PERNA Kenya,PERNA Kenya,YU Jiayu,Italy,People's Republic of China,62.21,O-uchi-gari,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0034,PERNA Kenya,PERNA Kenya,YU Jiayu,Italy,People's Republic of China,78.27,Yoko-shiho-gatame,No score,25,False
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0034,PERNA Kenya,PERNA Kenya,YU Jiayu,Italy,People's Republic of China,102.26,Kuzure-kami-shiho-gatame,No score,25,False
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0034,PERNA Kenya,PERNA Kenya,YU Jiayu,Italy,People's Republic of China,126.01,Kuzure-kami-shiho-gatame,Ippon,25,True
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0034,LEOPOLD Maya,SIENNICKA Karolina,LEOPOLD Maya,Poland,Uruguay,211.97,Ko-uchi-gari,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0034,LEOPOLD Maya,SIENNICKA Karolina,LEOPOLD Maya,Poland,Uruguay,229.02,Ko-soto-gari,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0034,STOLZE Friederike,STOLZE Friederike,OBERAN Iva,Germany,Croatia,633.33,Tani-otoshi,Yuko,35,False
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0034,YULDOSHOVA Shirinjon,YULDOSHOVA Shirinjon,URAN-ULZII Anujin,Uzbekistan,Mongolia,314.51,O-uchi-gari,Waza-ari,29,False
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0034,NGELEBEYA Liz,KODIROVA Barchinoy,NGELEBEYA Liz,Uzbekistan,France,56.91,De-ashi-harai,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0034,NGELEBEYA Liz,KODIROVA Barchinoy,NGELEBEYA Liz,Uzbekistan,France,298.25,Tate-shiho-gatame,Waza-ari,25,False
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0034,SMETOV Yeldos,SUN Jiahao,SMETOV Yeldos,People's Republic of China,Kazakhstan,62.04,Ko-uchi-gari,Waza-ari,29,False
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0034,SMETOV Yeldos,SUN Jiahao,SMETOV Yeldos,People's Republic of China,Kazakhstan,179.77,Seoi-nage,Waza-ari-awasete-ippon,33,True
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0034,CHRISTODOULIDES Petros,CHRISTODOULIDES Petros,BABATOV Islam,Cyprus,Russian Federation,220.01,Yoko-shiho-gatame,No score,25,False
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0034,CHRISTODOULIDES Petros,CHRISTODOULIDES Petros,BABATOV Islam,Cyprus,Russian Federation,385.17,Uchi-mata,No score,29,False
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0034,CHRISTODOULIDES Petros,CHRISTODOULIDES Petros,BABATOV Islam,Cyprus,Russian Federation,477.77,Soto-makikomi,Yuko,35,False
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0034,DZHAMALOV Nurmagomed,NAIRNE Ethan,DZHAMALOV Nurmagomed,Great Britain,Russian Federation,309.5,Ko-uchi-gari,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0034,HEYDAROV Hidayat,MENDIOLA IZQUIETA Jose Maria,HEYDAROV Hidayat,Spain,Azerbaijan,428.99,Harai-makikomi,Yuko,35,False
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0034,KARAPETYAN David,KARAPETYAN David,FALCONE Tiziano,Russian Federation,Italy,293.59,Tai-otoshi,Yuko,33,False
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0034,BIFOV Idar,BIFOV Idar,BAATHE Karl,Russian Federation,Sweden,86.75,Hikikomi-gaeshi,Waza-ari,31,False
Qingdao Grand Prix 2026,2026-06-26,100,gp_chn2026_0001_m_p100_0034,PUUMALAINEN Martti,BATCHAEV Denis,PUUMALAINEN Martti,Russian Federation,Finland,223.71,Ko-uchi-gari,Waza-ari,29,False
Qingdao Grand Prix 2026,2026-06-26,100,gp_chn2026_0001_m_p100_0034,PUUMALAINEN Martti,BATCHAEV Denis,PUUMALAINEN Martti,Russian Federation,Finland,295.75,Yoko-shiho-gatame,Yuko,25,False
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0035,ZHUANG Wenna,BEDER Tugce,ZHUANG Wenna,Türkiye,People's Republic of China,106.78,Tomoe-nage,Yuko,31,False
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0035,ZHUANG Wenna,BEDER Tugce,ZHUANG Wenna,Türkiye,People's Republic of China,220.8,O-soto-gari,Waza-ari,29,False
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0035,ZHUANG Wenna,BEDER Tugce,ZHUANG Wenna,Türkiye,People's Republic of China,299.06,O-uchi-gari,Waza-ari-awasete-ippon,29,True
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0035,GERASIMOVA Iuna,BEATON Evelyn,GERASIMOVA Iuna,Canada,Russian Federation,213.84,Uchi-mata,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0035,GERASIMOVA Iuna,BEATON Evelyn,GERASIMOVA Iuna,Canada,Russian Federation,263.6,O-uchi-gari,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0035,GERASIMOVA Iuna,BEATON Evelyn,GERASIMOVA Iuna,Canada,Russian Federation,448.03,Seoi-nage,Waza-ari,33,False
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0035,GERASIMOVA Iuna,BEATON Evelyn,GERASIMOVA Iuna,Canada,Russian Federation,496.59,Juji-gatame,Ippon,24,True
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0035,ZUEVA Irina,ZUEVA Irina,BUDAK Aysenur,Russian Federation,Türkiye,42.25,Seoi-nage,Ippon,33,True
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0035,TANIOKA Narumi,TANIOKA Narumi,KIM Jisu,Japan,Republic of Korea,244.09,O-uchi-gari,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0035,TANIOKA Narumi,TANIOKA Narumi,KIM Jisu,Japan,Republic of Korea,312.29,Tani-otoshi,Yuko,35,False
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0035,TANIOKA Narumi,TANIOKA Narumi,KIM Jisu,Japan,Republic of Korea,540.0,Yoko-shiho-gatame,Yuko,25,False
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0035,KRAPU Emma,WU Hongtao,KRAPU Emma,People's Republic of China,Finland,116.72,Ko-uchi-gari,Waza-ari,29,False
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0035,KRAPU Emma,WU Hongtao,KRAPU Emma,People's Republic of China,Finland,255.24,Yoko-shiho-gatame,Waza-ari-awasete-ippon,25,True
Qingdao Grand Prix 2026,2026-06-26,78,gp_chn2026_0002_f_0p78_0035,STARTSEVA Elis,STARTSEVA Elis,FONTAINE Lea,Russian Federation,France,135.01,Tate-shiho-gatame,Ippon,25,True
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0035,JEAN Enzo,JEAN Enzo,NAERT Olivier,France,Belgium,180.26,Juji-gatame,Ippon,24,True
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0035,YONDONPERENLEI Baskhuu,YONDONPERENLEI Baskhuu,WANG Jiangfeng,Mongolia,People's Republic of China,294.03,Kuzure-kami-shiho-gatame,Ippon,25,True
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0035,HERKOVIC Nace,FUJIWARA Sotaro,HERKOVIC Nace,Japan,Slovenia,446.71,Sumi-gaeshi,Ippon,31,True
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0035,MURTOZOEV Nurbek,MURTOZOEV Nurbek,SIVAN Roy,Uzbekistan,Israel,338.03,O-uchi-gaeshi,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0035,SANGARIEV Adam,SANGARIEV Adam,FERREIRA Giovani,Russian Federation,Brazil,285.3,Sumi-otoshi,Ippon,33,True
Qingdao Grand Prix 2026,2026-06-26,100,gp_chn2026_0001_m_p100_0035,BASHAEV Tamerlan,BASHAEV Tamerlan,OTA Hyoga,Russian Federation,Japan,205.77,Seoi-nage,Ippon,33,True
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0036,KUSSAKBAYEVA Bakyt,ORAZNYYAZOVA Medine,KUSSAKBAYEVA Bakyt,Turkmenistan,Kazakhstan,273.76,Juji-gatame,Ippon,24,True
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0036,CARDOSO Kaillany,SOBIERAJSKA Katarzyna,CARDOSO Kaillany,Poland,Brazil,176.21,Seoi-nage,Yuko,33,False
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0036,KANATBEK UULU Tugol,ALAOUI CHERIFI Ahmed,KANATBEK UULU Tugol,Morocco,Kyrgyzstan,82.75,Uchi-mata,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0036,KANATBEK UULU Tugol,ALAOUI CHERIFI Ahmed,KANATBEK UULU Tugol,Morocco,Kyrgyzstan,343.23,Ippon-seoi-nage,Waza-ari,33,False
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0036,PONGRACZ Bence,PONGRACZ Bence,MUCIK Hilmi,Hungary,Türkiye,308.09,Seoi-nage,Waza-ari,33,False
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0036,SKERLEV Victor,SKERLEV Victor,KUMAR Arun,Bulgaria,India,89.78,O-uchi-gari,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0036,SKERLEV Victor,SKERLEV Victor,KUMAR Arun,Bulgaria,India,214.3,Yoko-shiho-gatame,No score,25,False
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0036,SKERLEV Victor,SKERLEV Victor,KUMAR Arun,Bulgaria,India,299.47,O-uchi-gari,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0036,PARLATI Manuel,ZHUBANAZAR Abylaikhan,PARLATI Manuel,Kazakhstan,Italy,25.26,Sumi-gaeshi,Waza-ari,31,False
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0036,PARLATI Manuel,ZHUBANAZAR Abylaikhan,PARLATI Manuel,Kazakhstan,Italy,119.75,Ko-soto-gari,Waza-ari-awasete-ippon,29,True
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0036,NERPEL Gergely,KHALIL Ammar,NERPEL Gergely,Egypt,Hungary,221.0,Ko-soto-gake,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0036,NERPEL Gergely,KHALIL Ammar,NERPEL Gergely,Egypt,Hungary,281.97,O-uchi-gari,Waza-ari,29,False
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0036,NERPEL Gergely,KHALIL Ammar,NERPEL Gergely,Egypt,Hungary,327.95,Harai-goshi-gaeshi,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0036,NERPEL Gergely,KHALIL Ammar,NERPEL Gergely,Egypt,Hungary,369.2,Seoi-nage,Yuko,33,False
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0037,LEIVA SANCHEZ Ayumi,LEIVA SANCHEZ Ayumi,BAYANMUNKH Uranzaya,Spain,Mongolia,200.97,O-soto-gaeshi,Ippon,29,True
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0037,FAWAZ Martha,FAWAZ Martha,KIM Hyon A,France,Democratic People's Republic of Korea,97.93,Tai-otoshi,Yuko,33,False
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0037,POHL Dena,FOHOUO April Lynn,POHL Dena,Switzerland,Germany,458.32,Uchi-mata-gaeshi,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0037,FREITAS Beatriz,FREITAS Beatriz,DENGG Elena,Brazil,Austria,152.04,Kesa-gatame,Waza-ari-awasete-ippon,25,True
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0037,TUVSHINTUR Tumenjargal,ASHPIZ Izhak,TUVSHINTUR Tumenjargal,Israel,Mongolia,33.05,Ko-soto-gari,Ippon,29,True
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0037,IHANAMAKI Eetu,IHANAMAKI Eetu,GOCHILAIDZE Dimitri,Finland,Georgia,75.52,Yoko-otoshi,Yuko,35,False
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0037,IHANAMAKI Eetu,IHANAMAKI Eetu,GOCHILAIDZE Dimitri,Finland,Georgia,154.0,De-ashi-harai,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0037,IHANAMAKI Eetu,IHANAMAKI Eetu,GOCHILAIDZE Dimitri,Finland,Georgia,379.72,Yoko-gake,Yuko,35,False
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0037,SCHIMIDT Guilherme,SCHIMIDT Guilherme,TRIPPEL Eduard,Brazil,Germany,310.06,Tani-otoshi,Yuko,35,False
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0037,SCHIMIDT Guilherme,SCHIMIDT Guilherme,TRIPPEL Eduard,Brazil,Germany,570.98,O-uchi-gari,Yuko,29,False
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0038,KEEN Tatum,KEEN Tatum,XU Aoyu,Great Britain,People's Republic of China,183.26,Seoi-nage,Yuko,33,False
